No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,nDay Buy Delay
1 (IJC),193502.59,38.7,22.9,3.09,13.5,-139115.81,-21.99,-328084.72,-43.92,0.59,0.07,0.31,1.28,2.83,80219.43,0.24,23.86,-0.1,0.46,0.0146,77,2513.02,1.89,16.91,24,31.17,880769.85,36698.74,16.23,35.71,53,68.83,-687267.26,-12967.31,-4.6,8.4,0
10 (VND),192981.37,38.6,27.59,3.08,11.18,-126880.78,-37.41,-243834.3,-46.28,0.79,0.07,0.24,1.41,2.04,59027.46,0.36,18.13,-0.13,0.4,0.0216,49,3938.4,2.87,33.37,20,40.82,663546.04,33177.3,15.75,46.4,29,59.18,-470564.68,-16226.37,-6.01,24.38,9
11 (FPT),193015.03,38.6,35.73,3.08,8.63,-128957.4,-29.46,-279446.91,-35.14,0.69,0.09,0.25,1.37,1.86,56862.45,0.45,14.79,-0.16,0.05,0.0267,59,3271.44,0.67,26.24,25,42.37,716866.78,28674.67,6.78,33.56,34,57.63,-523851.74,-15407.4,-3.83,20.85,10
4 (CCL),192772.13,38.55,5.88,3.08,52.37,-183922.19,-43.56,-213705.14,-29.68,0.9,0.1,1.76,2.26,6.03,56832.65,0.2,14.69,-0.16,0.47,0.0121,44,4381.18,3.6,19.55,12,27.27,345703.9,28808.66,28.29,37.5,32,72.73,-152931.77,-4779.12,-5.66,12.81,3
4 (FRT),192647.99,38.53,3.12,3.08,98.74,-136077.5,-17.06,-256180.91,-28,0.75,0.11,3.53,2.31,2.31,47895.61,0.11,4.1,-0.57,1.03,0.0067,6,32108,8.01,20.17,3,50,339795.16,113265.05,24.03,30,3,50,-147147.16,-49049.05,-8.02,10.33,3
9 (PVT),192431.93,38.49,37.94,3.08,8.11,-102953.62,-51.22,-281558.55,-52.77,0.68,0.06,0.15,1.32,1.89,82436.04,0.35,29.82,-0.08,0.26,0.0208,51,3773.18,2.5,31.84,21,41.18,793010.75,37762.42,16.53,42,30,58.82,-600578.82,-20019.29,-7.32,24.73,8
10 (SZC),192304.42,38.46,4.12,3.07,74.66,-113624.71,-16.55,-125395.49,-18.26,1.53,0.17,4.09,23.22,7.74,28322.66,0.17,2.28,-1.02,2.62,0.0104,8,24038.05,5.5,22.38,6,75,200957.83,33492.97,7.65,27.5,2,25,-8653.41,-4326.71,-0.97,7,9
6 (PVT),192259.21,38.45,36.35,3.07,8.46,-180943.26,-52.89,-332730.73,-47.01,0.58,0.07,0.18,1.23,2.16,75187.29,0.47,24.49,-0.09,0.3,0.0284,55,3495.62,2.64,29.16,20,36.36,1017687.94,50884.4,18.46,42.75,35,63.64,-825428.73,-23583.68,-6.41,21.4,5
1 (CTD),192183.8,38.44,21.19,3.07,14.5,-165818.42,-19.03,-189428.2,-21.71,1.01,0.14,0.67,1.51,2.26,51851.85,0.51,7.81,-0.3,0.46,0.0305,30,6406.13,1.62,22.23,12,40,569325.68,47443.81,9.37,38.17,18,60,-377141.89,-20952.33,-3.56,11.61,0
5 (DLG),190330.25,38.07,30.65,3.05,9.94,-247122.63,-85,-511462.9,-48.49,0.37,0.06,0.21,1.17,2.67,108202.64,0.34,25.93,-0.09,-0.07,0.0202,56,3398.75,0.03,23.07,17,30.36,1340263.22,78839.01,17.54,30.47,39,69.64,-1149932.97,-29485.46,-7.6,19.85,4
8 (DRC),190196.14,38.04,24.62,3.05,12.37,-91317.84,-32.25,-282103.7,-33.96,0.67,0.09,0.36,1.42,3,72250.16,0.38,13.79,-0.17,0.21,0.0229,56,3396.36,1.67,21.63,18,32.14,640628.19,35590.46,16.08,36.83,38,67.86,-450432.05,-11853.48,-5.16,14.42,7
4 (AAA),190125.01,38.03,25.84,3.04,11.78,-259152.71,-30.94,-485941.06,-42.68,0.39,0.07,0.28,1.22,2.58,93064.82,0.36,28.63,-0.08,0.42,0.0213,59,3222.46,2.94,21.63,19,32.2,1037327.67,54596.19,19.04,42.37,40,67.8,-847202.66,-21180.07,-4.71,11.78,3
9 (LPB),189449.89,37.89,7.16,3.04,42.4,-108150.44,-16.74,-190843.9,-29.52,0.99,0.1,1.44,1.84,2.89,28397.84,0.04,10.97,-0.22,0.5,0.0027,18,10524.99,1.84,14.61,7,38.89,415797.78,59399.68,12.7,25.14,11,61.11,-226347.89,-20577.08,-5.06,7.91,8
9 (NTL),188654.15,37.73,11.46,3.02,26.4,-62958.84,-33.64,-100736.1,-13.67,1.87,0.22,1.93,2.02,3.74,35827.28,0.56,8.5,-0.28,0.12,0.0338,57,3309.72,1.15,26.95,20,35.09,373386.37,18669.32,14,38.45,37,64.91,-184732.23,-4992.76,-5.8,20.73,8
5 (NVB),188484.23,37.7,8.83,3.02,34.2,-45781.44,-16.46,-67812.45,-10.54,2.78,0.29,3.24,2.85,2.63,45950.18,0.22,3.52,-0.68,0.41,0.0134,25,7539.37,1.51,22,13,52,290319.1,22332.24,7.71,32.62,12,48,-101834.86,-8486.24,-5.2,10.5,4
10 (NVB),188257.88,37.65,8.47,3.02,35.64,-43156.8,-17.31,-100607.41,-13.4,1.87,0.23,2.66,2.74,2.99,58778.02,0.31,3.07,-0.78,0.32,0.0188,23,8185.13,1.38,25.83,11,47.83,296236.3,26930.57,7.74,36.55,12,52.17,-107978.42,-8998.2,-4.45,16,9
8 (TNA),188044.15,37.61,2.9,3.02,103.98,-168200.26,-29.02,-192929.71,-22.37,0.97,0.13,4.65,12.45,87.17,52316.3,0.15,5.52,-0.43,0.33,0.0092,8,23505.52,2.75,30.75,1,12.5,204462.93,204462.93,51.18,67,7,87.5,-16418.78,-2345.54,-4.17,25.57,7
6 (HDC),187802.97,37.56,8.2,3.01,36.73,-65975.37,-13.71,-149939.93,-22.69,1.25,0.13,1.62,2.24,3.68,19168.64,0.36,5.68,-0.42,0.7,0.0216,37,5075.76,2,16.68,14,37.84,339334.27,24238.16,9.97,27.57,23,62.16,-151531.3,-6588.32,-2.85,10.04,5
7 (DGC),187704.39,37.54,4.24,3.01,71.07,-63720.21,-21.14,-79873.85,-15.95,2.35,0.19,4.46,7.74,17.04,30485.89,0.05,2.19,-1.09,0.44,0.0028,16,11731.52,2.31,20.81,5,31.25,215540.35,43108.07,14.39,39.4,11,68.75,-27835.96,-2530.54,-3.18,12.36,6
7 (TLH),187339.06,37.47,12.67,3.01,23.72,-152214.61,-27.09,-458025.67,-40.56,0.41,0.07,0.58,1.42,3.2,95437.49,0.31,22.06,-0.11,0.46,0.0183,52,3602.67,3.18,20.83,16,30.77,632977.69,39561.11,19.69,33.31,36,69.23,-445638.63,-12378.85,-4.16,15.28,6
2 (BCC),186346.67,37.27,10.37,2.99,28.84,-89661.35,-19.35,-143218.86,-20.94,1.3,0.14,1.38,2.03,3.82,28881.98,0.55,11.58,-0.21,0.47,0.0328,49,3802.99,2.22,21.57,17,34.69,367821.68,21636.57,13.85,35.82,32,65.31,-181475.01,-5671.09,-3.95,14,1
1 (DGC),186295.7,37.26,3.25,2.99,91.93,-23723.96,-11.54,-29717.46,-5.94,6.27,0.5,15.49,7.2,21.59,19418.99,0,1.86,-1.3,0.64,-0.0003,20,9314.79,2.94,15.9,5,25,216365.27,43273.05,20.72,35.2,15,75,-30069.57,-2004.64,-2.99,9.47,0
4 (DGW),185687.14,37.14,9.17,2.98,32.53,-39800.57,-20.43,-75242.81,-15.02,2.47,0.2,2.17,2.44,5.37,24211.49,-0.11,4.35,-0.56,0.55,-0.0067,32,5802.72,2.93,19.91,10,31.25,314609.7,31460.97,17.1,37.6,22,68.75,-128922.56,-5860.12,-3.51,11.86,3
5 (PXT),184139.55,36.83,1.94,2.96,152.32,-71448.48,-27.07,-72258.46,-11.26,2.55,0.26,13.53,4.87,11.56,41970.19,0.63,5.29,-0.46,0.62,0.038,27,6819.98,4.55,19.11,8,29.63,231747.51,28968.44,31.09,32,19,70.37,-47607.96,-2505.68,-6.62,13.68,4
7 (HBC),183493.31,36.7,26.01,2.95,11.35,-311574.64,-44,-1144231.72,-75.33,0.16,0.04,0.15,1.2,2.17,216477.79,0.23,24.6,-0.1,0.5,0.0136,45,4077.63,3.44,27.02,16,35.56,1115428.12,69714.26,18.63,50.38,29,64.44,-931934.81,-32135.68,-4.95,14.14,6
6 (HAI),182980.27,36.6,16.36,2.94,18,-770488.74,-43.56,-1350939.84,-76.36,0.14,0.04,0.24,1.23,2.12,146245.6,0.08,38.38,-0.06,0.37,0.0051,30,6099.34,4.04,19.93,11,36.67,984195.37,89472.31,23.86,28,19,63.33,-801215.1,-42169.22,-7.43,15.26,5
6 (VRC),182970.99,36.59,12.65,2.94,23.28,-223975.8,-39.75,-379960.45,-38.35,0.48,0.08,0.61,1.38,2.31,86003.24,0.35,17.06,-0.14,0.5,0.0212,40,4574.27,3.16,19.18,15,37.5,660371.25,44024.75,16.91,28.8,25,62.5,-477400.26,-19096.01,-5.08,13.4,5
4 (VND),182834.56,36.57,22.71,2.94,12.96,-148979.78,-37.15,-309681.22,-52.61,0.59,0.06,0.25,1.26,2.4,71827.49,0.45,25.74,-0.1,0.28,0.0267,58,3152.32,2.02,23.81,20,34.48,882821.73,44141.09,19.11,41.35,38,65.52,-699987.17,-18420.71,-6.97,14.58,3
3 (PLC),182744.29,36.55,7.18,2.94,40.95,-90933.07,-17.75,-143950.86,-21.96,1.27,0.13,1.86,2.34,2.78,28336.29,0.37,11.33,-0.22,0.66,0.022,35,5221.27,2.71,21.89,16,45.71,318841.1,19927.57,11.61,35.06,19,54.29,-136096.8,-7162.99,-4.78,10.79,2
5 (SZC),182471.88,36.49,5.13,2.94,57.31,-91219.84,-16.55,-117828.61,-19.56,1.55,0.15,2.93,3.58,3.58,27744.77,0.15,3.64,-0.68,1.48,0.0089,8,22808.98,6.56,25.25,4,50,253185.1,63296.28,16.94,36,4,50,-70713.22,-17678.31,-3.82,14.5,4
10 (VIB),182459.66,36.49,5.84,2.94,50.33,-73606.35,-17.86,-89181.93,-16.23,2.05,0.18,3.1,3.41,9.38,13247.65,0.02,3.26,-0.76,0.32,0.0014,15,12163.98,1.34,20.2,4,26.67,258111.45,64527.86,14.75,42.75,11,73.33,-75651.79,-6877.44,-3.54,12,9
9 (EVG),181270.97,36.25,2.98,2.92,97.98,-150410.05,-19.1,-167311.25,-20.39,1.08,0.14,4.81,5.35,8.02,34036.87,0.05,3.28,-0.76,0.14,0.0033,15,12084.73,0.86,18.6,6,40,222964.3,37160.72,10.04,28.33,9,60,-41693.33,-4632.59,-5.27,12.11,8
6 (DRC),181178.43,36.24,24.55,2.92,11.89,-129950.48,-34.15,-278074.4,-32.27,0.65,0.09,0.37,1.35,2.12,90391.76,0.37,16.8,-0.15,0.22,0.0223,59,3070.82,1.74,22.08,23,38.98,695176.57,30225.07,13.32,33.17,36,61.02,-513998.14,-14277.73,-5.65,15,5
7 (GIL),181211.15,36.24,2.88,2.92,101.51,-52398.3,-10.62,-59665.04,-11.76,3.04,0.25,8.63,4.91,8.85,23307.4,-0.09,4.6,-0.54,0.86,-0.0053,14,12943.65,4.63,24.43,5,35.71,227500.19,45500.04,18.64,53.8,9,64.29,-46289.04,-5143.23,-3.16,8.11,6
7 (HDC),180999.43,36.2,7.91,2.92,36.86,-70213.61,-29.85,-171909.1,-24.36,1.05,0.12,1.51,2.23,4.09,24892.28,0.19,8.45,-0.29,0.04,0.0112,34,5323.51,0.51,20.12,12,35.29,327819.78,27318.32,8.63,24.75,22,64.71,-146820.35,-6673.65,-3.93,17.59,6
6 (KDC),180768.97,36.15,23.15,2.91,12.59,-102960.16,-20.82,-159713.23,-21.59,1.13,0.13,0.58,1.44,1.82,44623.78,0.44,10.82,-0.23,0.6,0.0263,52,3476.33,2.81,23.52,23,44.23,589672.29,25637.93,11.06,34.96,29,55.77,-408903.32,-14100.11,-3.73,14.45,5
4 (C69),180077.28,36.02,3.71,2.9,78.37,-228797.16,-32.19,-296509.24,-32,0.61,0.09,2.45,3.94,4.73,55352.88,0.21,8.09,-0.31,0.85,0.0125,11,16370.66,9.23,29.82,5,45.45,241251.14,48250.23,28.96,29.4,6,54.55,-61173.86,-10195.64,-7.21,30.17,3
6 (LPB),180020.34,36,7.69,2.9,37.77,-118558.73,-16.74,-254834.03,-35.96,0.71,0.08,1.05,1.71,2.09,26069.98,0.13,12.93,-0.19,0.62,0.0076,20,9001.02,1.74,13.45,9,45,433668.06,48185.34,9.64,19.22,11,55,-253647.73,-23058.88,-4.73,8.73,5
8 (NVL),179919.26,35.98,16.4,2.9,17.69,-101535.39,-18.21,-197860.95,-25.76,0.91,0.11,0.69,1.84,2.25,46378.38,0.25,9.85,-0.25,0.44,0.0151,20,8995.96,1.71,23.85,9,45,393188.96,43687.66,8.19,30.22,11,55,-213269.7,-19388.15,-3.59,18.64,7
2 (C4G),179765.01,35.95,3.89,2.9,74.61,-59380.87,-18.07,-111467.21,-15.56,1.61,0.19,4.8,2.97,8.9,31111.58,0.22,3.36,-0.74,0.32,0.0129,12,14980.42,1.6,17.33,3,25,271113.81,90371.27,24.1,38,9,75,-91348.8,-10149.87,-5.91,10.44,1
1 (FTM),179722.18,35.94,12.76,2.9,22.72,-144035.82,-22.77,-176559.14,-26.17,1.02,0.11,0.87,2.04,4.37,55431.36,0.26,6.78,-0.37,0.01,0.0157,22,8169.19,0.45,19.91,7,31.82,352632.64,50376.09,10.99,33,15,68.18,-172910.46,-11527.36,-4.48,13.8,0
11 (SZC),178983.52,35.8,4.22,2.89,68.46,-116139.54,-16.55,-150131.84,-21.39,1.19,0.14,3.2,9.58,5.75,28631.23,0.19,2.87,-0.87,2.25,0.0113,8,22372.94,4.48,21.38,5,62.5,199853.08,39970.62,8.56,29,3,37.5,-20869.56,-6956.52,-2.31,8.67,10
10 (NLG),178602.09,35.72,18.73,2.88,15.39,-96266.05,-17.26,-189935.29,-29.1,0.94,0.1,0.53,1.86,1.67,27530.21,0.34,7.52,-0.33,0.4,0.0202,36,4961.17,1.09,21.08,19,52.78,385161.71,20271.67,4.64,30.42,17,47.22,-206559.62,-12150.57,-2.87,10.65,9
10 (DBC),178518.2,35.7,6.8,2.88,42.41,-127761.17,-46.33,-149352.06,-27.86,1.2,0.1,1.52,2.18,4.63,46009.4,-0.04,15.23,-0.17,0.3,-0.0026,50,3570.36,2.97,24.18,16,32,329791.13,20611.95,22.03,41,34,68,-151272.93,-4449.2,-5.99,16.26,9
11 (PLC),178439.54,35.69,4.95,2.88,58.23,-54821.2,-17.75,-87915.63,-13.57,2.03,0.21,4.29,2.35,3.26,15670.02,0.02,11.46,-0.22,0.7,0.0011,31,5756.11,3.95,23,13,41.94,310531.28,23887.02,17.21,37.69,18,58.06,-132091.74,-7338.43,-5.63,12.39,10
8 (HCM),177822.39,35.56,25.86,2.87,11.11,-261588.05,-46.64,-376861.47,-50.94,0.47,0.06,0.22,1.41,2.08,61969.44,0.47,20.64,-0.12,0.33,0.0281,52,3419.66,2.95,29.63,21,40.38,615129.39,29291.88,17.68,41.76,31,59.62,-437307.01,-14106.68,-7.03,21.42,7
11 (CMX),176017.92,35.2,5.37,2.85,53.01,-87766.62,-27.38,-96518.3,-18.43,1.82,0.15,2.88,2.37,4.06,29149.41,0.05,10.28,-0.25,0.55,0.0027,19,9264.1,3.2,25.16,7,36.84,304829.47,43547.07,19.22,38.14,12,63.16,-128811.55,-10734.3,-6.15,17.58,10
8 (DPG),174091.67,34.82,5.29,2.82,53.31,-136666.47,-23.28,-147378.59,-20.67,1.18,0.14,2.58,3.57,4.16,36975.78,0.27,3.45,-0.75,1.2,0.0162,13,13391.67,5.48,24,6,46.15,241874.75,40312.46,16.3,32.5,7,53.85,-67783.08,-9683.3,-3.8,16.71,7
5 (DCM),173919.94,34.78,16.05,2.82,17.55,-86481.7,-14.09,-227187.63,-34.59,0.77,0.08,0.51,1.63,3.38,28266.08,-0.02,14.26,-0.18,0.04,-0.0013,40,4348,0.4,15.43,13,32.5,450159.14,34627.63,7.55,22.38,27,67.5,-276239.21,-10231.08,-3.04,12.07,4
5 (DRC),173700,34.74,28.59,2.81,9.84,-75346.77,-33.4,-176570.4,-35.31,0.98,0.08,0.28,1.39,2.77,57481.64,0.45,15.9,-0.16,0.24,0.027,60,2895,1.81,21.22,20,33.33,623270.01,31163.5,15.44,35.95,40,66.67,-449570,-11239.25,-5,13.85,4
7 (HHS),173160.93,34.63,18.47,2.81,15.2,-157940.9,-29.77,-413858.33,-46.09,0.42,0.06,0.33,1.34,3.17,96447.07,0.1,23.35,-0.11,0.05,0.0061,37,4680.03,0.61,20.19,11,29.73,678853.21,61713.93,12.84,33.18,26,70.27,-505692.29,-19449.7,-4.57,14.69,6
9 (SZC),173132.19,34.63,4.47,2.81,62.72,-111795.74,-16.55,-135382.46,-20.02,1.28,0.14,3.13,46.93,15.64,25535.6,0.18,2.47,-1.05,2.68,0.0109,8,21641.52,4.95,23.38,6,75,176901.75,29483.62,7.04,27.83,2,25,-3769.56,-1884.78,-1.32,10,8
9 (HAI),173074.03,34.61,16.25,2.8,17.26,-805733.46,-43.56,-1334052.22,-72.1,0.13,0.04,0.24,1.25,2.25,130391.56,0.11,37.88,-0.07,0.33,0.0069,28,6181.22,3.58,23.43,10,35.71,867018.29,86701.83,23.47,34.6,18,64.29,-693944.26,-38552.46,-7.46,17.22,8
9 (APS),172428.82,34.49,10.03,2.8,27.88,-140631.67,-35.98,-148959.5,-28.69,1.16,0.1,0.97,1.86,4.23,64446.4,0.47,14.83,-0.18,0.34,0.0281,49,3518.96,2.94,23.84,15,30.61,371930.14,24795.34,20.7,25.87,34,69.39,-199501.32,-5867.69,-4.9,22.94,8
1 (DLG),172175.28,34.44,27.63,2.79,10.11,-346840.81,-24.37,-755962.5,-53.11,0.23,0.05,0.19,1.14,2.33,162197.97,0.47,19.45,-0.13,0.11,0.028,70,2459.65,0.67,15.46,23,32.86,1398049.92,60784.78,12.87,27.61,47,67.14,-1225874.63,-26082.44,-5.3,9.51,0
6 (DPG),172199.17,34.44,5.11,2.79,54.6,-126650.73,-23.28,-126650.73,-19.44,1.36,0.14,2.81,2.34,1.04,19685.41,0.26,4.21,-0.62,1.74,0.0156,13,13246.09,8.24,23.92,9,69.23,301089.68,33454.41,15.02,28.11,4,30.77,-128890.52,-32222.63,-7,14.5,5
6 (HDB),171177.93,34.24,12,2.78,23.16,-82376.03,-13.13,-140959.7,-22.46,1.21,0.12,1.03,2.08,2.38,24526.91,0.19,7.63,-0.34,0.63,0.0116,15,11411.86,2.14,22.47,7,46.67,329245.59,47035.08,8.92,28.29,8,53.33,-158067.66,-19758.46,-3.8,17.38,5
3 (PLX),171132.6,34.23,14.24,2.78,19.5,-137218.29,-18.37,-235461.58,-31.37,0.73,0.09,0.62,1.68,2.52,49818.79,0.31,8.13,-0.32,0.59,0.0184,20,8556.63,1.83,20.15,8,40,422200.78,52775.1,9.49,36.25,12,60,-251068.18,-20922.35,-3.27,9.42,2
6 (TCM),170881.07,34.18,23.32,2.77,11.9,-125742.73,-18.47,-439035.2,-45.64,0.39,0.06,0.26,1.21,2.18,79992.45,0.37,19.1,-0.14,0.78,0.0224,56,3051.45,4.84,21.68,20,35.71,976744.26,48837.21,21.77,41.75,36,64.29,-805863.19,-22385.09,-4.57,10.53,5
11 (DGW),170491.29,34.1,7.86,2.77,35.2,-41175.37,-14.41,-100739.28,-17.51,1.69,0.16,2.01,2.37,4.74,17797.55,0.17,4.89,-0.54,0.67,0.01,27,6314.49,4.46,20.15,9,33.33,294732.99,32748.11,19.6,32,18,66.67,-124241.69,-6902.32,-3.11,14.22,10
4 (PVC),170058.12,34.01,19.53,2.76,14.15,-487565.54,-52.59,-638103.96,-51.38,0.27,0.05,0.28,1.18,1.65,208488.19,0.16,33.17,-0.08,0.31,0.0097,65,2616.28,2.14,20.4,27,41.54,1139351.56,42198.21,13.91,28.81,38,58.46,-969293.44,-25507.72,-6.23,14.42,3
4 (BFC),169494.14,33.9,8.2,2.75,33.6,-86769.79,-25.38,-136361,-20.72,1.24,0.13,1.62,1.91,3.59,28468.67,0.39,6.13,-0.43,-0.16,0.0235,23,7369.31,-0.14,23.39,8,34.78,355028.59,44378.57,13.1,29.63,15,65.22,-185534.45,-12368.96,-7.2,20.07,3
3 (STB),169264.77,33.85,39.25,2.75,7.01,-142254.1,-20,-415194.27,-46.03,0.41,0.06,0.15,1.2,1.99,96555.03,0.06,21.62,-0.12,0.38,0.0037,69,2453.11,1.24,18.22,26,37.68,1012783.34,38953.21,8.68,31.15,43,62.32,-843518.57,-19616.71,-3.25,10.4,2
7 (PHR),169045.66,33.81,21.78,2.75,12.61,-272681.24,-35.3,-309590.23,-38.24,0.55,0.07,0.33,1.38,2.19,61825.72,0.27,13.72,-0.19,0.35,0.0162,44,3841.95,2.17,24.77,17,38.64,617128.24,36301.66,12.4,36.65,27,61.36,-448082.58,-16595.65,-4.27,17.3,6
11 (DIG),167700.08,33.54,28.34,2.73,9.63,-161667.53,-45.89,-251968.16,-38.38,0.67,0.07,0.25,1.34,1.53,70130.3,0.46,24.18,-0.11,-0.05,0.0273,45,3726.67,0.44,33.47,21,46.67,663444.53,31592.6,9.43,43.38,24,53.33,-495744.45,-20656.02,-7.44,24.79,10
8 (MSR),166875.4,33.38,5.26,2.72,51.64,-231349.24,-39.27,-231349.24,-26.42,0.72,0.1,1.95,2.43,3.1,40819.82,0.51,13,-0.21,0.68,0.0305,25,6675.02,4.27,20.56,11,44,283377.28,25761.57,15.49,30.45,14,56,-116501.88,-8321.56,-4.54,12.79,7
7 (DPG),166633.42,33.33,5.89,2.71,46.07,-105649.97,-23.28,-131772.76,-20.82,1.26,0.13,2.21,2.84,3.31,19030.6,0.24,3.43,-0.78,1.02,0.0142,13,12817.96,4.78,25,6,46.15,257261.31,42876.89,16.3,34.17,7,53.85,-90627.89,-12946.84,-5.08,17.14,6
1 (VIB),166543.25,33.31,6.54,2.71,41.45,-88809.46,-14.89,-101216.38,-17.94,1.65,0.15,2.31,2.82,7.88,14820.73,0,3.12,-0.86,0.67,0,19,8765.43,2.33,18.16,5,26.32,258290.73,51658.15,16.28,41.2,14,73.68,-91747.48,-6553.39,-2.66,9.93,0
7 (SZC),166411.96,33.28,4.85,2.71,55.82,-64520.2,-16.55,-91772.45,-14.87,1.81,0.18,3.75,4.57,4.57,25592.19,0.17,3.36,-0.8,1.38,0.0104,8,20801.5,5.01,25.38,4,50,212980.07,53245.02,14.03,34,4,50,-46568.11,-11642.03,-4,16.75,6
4 (PHC),166376.23,33.28,5.65,2.71,47.95,-61676.36,-34.64,-91561.29,-12.43,1.82,0.22,3.86,2.69,5.12,45104.69,0.43,4.89,-0.55,0.3,0.0259,29,5737.11,1.63,19.79,10,34.48,264659.66,26465.97,14.6,31.9,19,65.52,-98283.43,-5172.81,-5.2,13.42,3
5 (SBS),166208.89,33.24,4.82,2.71,56.12,-179300.52,-48.67,-272518.2,-29.14,0.61,0.09,1.93,1.98,7.11,55428.18,0.24,23.62,-0.11,0.62,0.0142,55,3021.98,5.73,21.44,12,21.82,335039.07,27919.92,45.47,37.08,43,78.18,-168830.18,-3926.28,-5.36,17.07,4
10 (HAI),164887.68,32.98,16.77,2.69,16.03,-637342.02,-43.56,-1082903.31,-73.99,0.15,0.04,0.22,1.26,2.13,115585.73,0.08,35.02,-0.08,0.32,0.0047,27,6106.95,3.09,23.44,10,37.04,809444.1,80944.41,21.28,33.9,17,62.96,-644556.42,-37915.08,-7.61,17.29,9
8 (HDG),164880.92,32.98,9.33,2.69,28.8,-130739.39,-52.14,-155337.23,-23.92,1.06,0.11,1.2,2.35,2.35,32456.41,0.21,5.87,-0.46,0.17,0.0125,28,5888.6,1.4,32.46,14,50,287268.49,20519.18,10.68,36.43,14,50,-122387.56,-8741.97,-7.88,28.5,7
9 (FCN),164867,32.97,22.76,2.69,11.81,-192615.37,-28.75,-476837.68,-48.68,0.35,0.06,0.24,1.31,1.61,90355.67,0.22,20.38,-0.13,-0.03,0.0132,49,3364.63,0.36,22.27,22,44.9,691787.45,31444.88,7.13,24.82,27,55.1,-526920.45,-19515.57,-5.15,20.19,8
2 (TNT),164235.06,32.85,7.53,2.68,35.59,-142165.69,-34.04,-154202.96,-22.45,1.07,0.12,1.59,1.79,3.86,56731.16,0.47,13.97,-0.19,0.65,0.0279,60,2737.25,6.37,17.87,19,31.67,373035.76,19633.46,33.77,35.74,41,68.33,-208800.7,-5092.7,-6.32,9.59,1
6 (HHS),164210.75,32.84,17.72,2.68,15.11,-155013.21,-29.77,-383198.86,-44.52,0.43,0.06,0.34,1.32,3.25,76658.57,0.22,17.98,-0.15,0.04,0.0134,38,4321.34,0.53,19.18,11,28.95,671861.67,61078.33,12.98,34.18,27,71.05,-507650.92,-18801.89,-4.55,13.07,5
9 (DBC),163912.78,32.78,6.6,2.67,40.53,-134149.23,-46.33,-151302.11,-27.08,1.08,0.1,1.5,1.95,3.28,46242.67,0.01,14.6,-0.19,0.38,0.0005,51,3213.98,3.63,24.49,19,37.25,337348.26,17755.17,19.53,37.21,32,62.75,-173435.48,-5419.86,-5.8,16.94,8
7 (DAH),163182.77,32.64,12.36,2.66,21.54,-220099.68,-29.92,-259426.79,-36.73,0.63,0.07,0.59,1.85,2.54,83989.6,0.04,16.27,-0.17,0.56,0.0024,19,8588.57,4.21,27.95,8,42.11,355144.18,44393.02,16.22,45.75,11,57.89,-191961.41,-17451.04,-4.53,15,6
11 (AAA),163131.26,32.63,27.82,2.66,9.57,-158955.24,-30.94,-520186.42,-47.61,0.31,0.06,0.2,1.18,1.66,154250.14,0.33,28.06,-0.1,0.43,0.0196,48,3398.57,3.62,25.98,20,41.67,1050702.42,52535.12,17.85,40.85,28,58.33,-887571.17,-31698.97,-6.54,15.36,10
3 (VHC),162532.34,32.51,16.54,2.65,16.05,-100777.38,-23.52,-182656.25,-29.44,0.89,0.09,0.55,1.55,2.17,31456.5,0.05,11.35,-0.24,0.69,0.003,36,4514.79,3.82,21.33,15,41.67,456706.5,30447.1,13.97,35.47,21,58.33,-294174.15,-14008.29,-3.44,11.24,2
11 (GIL),162568.76,32.51,2.21,2.65,120.25,-35281.69,-11.07,-35281.69,-5.51,4.61,0.48,21.84,10.87,6.79,15765.6,0.09,2.15,-1.28,1.34,0.0052,13,12505.29,8.6,33,8,61.54,179045.71,22380.71,16.96,44.25,5,38.46,-16476.95,-3295.39,-4.77,15,10
4 (NTL),162384.36,32.48,12.98,2.65,20.42,-82637.24,-34.38,-154503.97,-22.59,1.05,0.12,0.9,1.53,2.55,40094.07,0.36,13.01,-0.21,0.2,0.0214,64,2537.26,1.53,24.8,24,37.5,467879.97,19495,13.46,33.75,40,62.5,-305495.6,-7637.39,-5.62,19.43,3
11 (FCN),162003.62,32.4,21.67,2.65,12.21,-135646.29,-24.44,-420995.18,-47.75,0.38,0.06,0.26,1.36,1.83,88676.33,0.19,19.52,-0.14,0.2,0.0112,47,3446.89,1.06,23.11,20,42.55,613092.67,30654.63,8.21,33.6,27,57.45,-451089.05,-16707,-4.23,15.33,10
